"Year","Month","Day","Time","MachineID","ComponentAttended","ServiceType"
"2017","10","10","06:00:00","MID11617","Component4","ComponentRepair"
"2017","10","10","06:00:00","MID11617","Component2","ComponentRepair"
"2017","10","25","06:00:00","MID11617","Component1","ComponentRepair"
"2017","11","09","06:00:00","MID11617","Component1","ComponentRepair"
"2017","11","24","06:00:00","MID11617","Component2","ComponentRepair"
"2016","08","15","06:00:00","MID11459","Component4","ComponentRepair"
"2016","10","29","06:00:00","MID11459","Component1","ComponentRepair"
"2016","11","28","06:00:00","MID11459","Component2","ComponentRepair"
"2016","12","28","06:00:00","MID11459","Component3","ComponentRepair"
"2017","01","30","06:00:00","MID11459","Component1","ComponentRepair"
"2017","02","14","06:00:00","MID11459","Component1","ComponentRepair"
"2017","03","01","06:00:00","MID11459","Component2","ScheduledService"
"2017","03","01","06:00:00","MID11459","Component4","ScheduledService"
"2017","03","16","06:00:00","MID11459","Component1","ComponentRepair"
"2017","03","16","06:00:00","MID11459","Component3","ComponentRepair"
"2017","04","15","06:00:00","MID11459","Component2","ComponentRepair"
"2017","04","30","06:00:00","MID11459","Component4","ComponentRepair"
"2017","05","15","06:00:00","MID11459","Component3","ComponentRepair"
"2017","05","30","06:00:00","MID11459","Component1","ComponentRepair"
"2017","06","14","06:00:00","MID11459","Component3","ComponentRepair"
"2017","06","29","06:00:00","MID11459","Component4","ComponentRepair"
"2017","07","29","06:00:00","MID11459","Component4","ComponentRepair"
"2017","08","13","06:00:00","MID11459","Component2","ComponentRepair"
"2017","08","13","06:00:00","MID11459","Component3","ComponentRepair"
"2017","08","28","06:00:00","MID11459","Component4","ComponentRepair"
"2017","08","28","06:00:00","MID11459","Component2","ComponentRepair"
"2017","09","12","06:00:00","MID11459","Component3","ComponentRepair"
"2017","09","12","06:00:00","MID11459","Component2","ComponentRepair"
"2017","09","27","06:00:00","MID11459","Component4","ComponentRepair"
"2017","10","12","06:00:00","MID11459","Component3","ComponentRepair"
"2017","10","27","06:00:00","MID11459","Component3","ComponentRepair"
"2017","10","27","06:00:00","MID11459","Component1","ComponentRepair"
"2017","11","11","06:00:00","MID11459","Component2","ComponentRepair"
"2017","11","26","06:00:00","MID11459","Component1","ComponentRepair"
"2016","07","31","06:00:00","MID11672","Component1","ComponentRepair"
"2016","09","29","06:00:00","MID11672","Component2","ComponentRepair"
"2016","09","29","06:00:00","MID11672","Component3","ComponentRepair"
"2016","12","13","06:00:00","MID11672","Component4","ComponentRepair"
"2017","01","25","06:00:00","MID11672","Component3","ComponentRepair"
"2017","02","09","06:00:00","MID11672","Component4","ComponentRepair"
"2017","02","24","06:00:00","MID11672","Component1","ComponentRepair"
"2017","03","11","06:00:00","MID11672","Component1","ComponentRepair"
"2017","03","26","06:00:00","MID11672","Component1","ComponentRepair"
"2017","04","10","06:00:00","MID11672","Component3","ComponentRepair"
"2017","05","25","06:00:00","MID11672","Component3","ComponentRepair"
"2017","06","09","06:00:00","MID11672","Component1","ComponentRepair"
"2017","06","24","06:00:00","MID11672","Component4","ComponentRepair"
"2017","08","08","06:00:00","MID11672","Component1","ComponentRepair"
"2017","08","08","06:00:00","MID11672","Component3","ComponentRepair"
"2017","08","23","06:00:00","MID11672","Component3","ComponentRepair"
"2017","09","07","06:00:00","MID11672","Component1","ComponentRepair"
"2017","09","07","06:00:00","MID11672","Component3","ComponentRepair"
"2017","09","22","06:00:00","MID11672","Component2","ComponentRepair"
"2017","10","07","06:00:00","MID11672","Component3","ComponentRepair"
"2017","10","22","06:00:00","MID11672","Component1","ComponentRepair"
"2017","10","22","06:00:00","MID11672","Component2","ComponentRepair"
"2017","11","06","06:00:00","MID11672","Component1","ComponentRepair"
"2016","10","14","06:00:00","MID11516","Component4","ComponentRepair"
"2016","10","29","06:00:00","MID11516","Component1","ComponentRepair"
"2016","10","29","06:00:00","MID11516","Component3","ComponentRepair"
"2016","11","28","06:00:00","MID11516","Component2","ComponentRepair"
"2017","01","28","06:00:00","MID11516","Component2","ComponentRepair"
"2017","02","12","06:00:00","MID11516","Component4","ComponentRepair"
"2017","03","14","06:00:00","MID11516","Component1","ComponentRepair"
"2017","03","29","06:00:00","MID11516","Component2","ComponentRepair"
"2017","03","29","06:00:00","MID11516","Component3","ComponentRepair"
"2017","04","13","06:00:00","MID11516","Component1","ComponentRepair"
"2017","04","13","06:00:00","MID11516","Component2","ComponentRepair"
"2017","04","28","06:00:00","MID11516","Component2","ComponentRepair"
"2017","05","13","06:00:00","MID11516","Component2","ComponentRepair"
"2017","05","28","06:00:00","MID11516","Component2","ComponentRepair"
"2017","06","12","06:00:00","MID11516","Component2","ComponentRepair"
"2017","06","27","06:00:00","MID11516","Component1","ComponentRepair"
"2017","07","12","06:00:00","MID11516","Component1","ComponentRepair"
"2017","07","27","06:00:00","MID11516","Component1","ComponentRepair"
"2017","08","11","06:00:00","MID11516","Component3","ComponentRepair"
"2017","08","11","06:00:00","MID11516","Component4","ComponentRepair"
"2017","08","26","06:00:00","MID11516","Component4","ComponentRepair"
"2017","09","10","06:00:00","MID11516","Component1","ComponentRepair"
"2017","09","10","06:00:00","MID11516","Component4","ComponentRepair"
"2017","10","10","06:00:00","MID11516","Component2","ComponentRepair"
"2017","10","10","06:00:00","MID11516","Component4","ComponentRepair"
"2017","10","25","06:00:00","MID11516","Component2","ComponentRepair"
"2017","11","09","06:00:00","MID11516","Component2","ComponentRepair"
"2017","11","09","06:00:00","MID11516","Component1","ComponentRepair"
"2017","11","24","06:00:00","MID11516","Component2","ComponentRepair"
"2016","07","01","06:00:00","MID11229","Component2","ScheduledService"
"2016","07","16","06:00:00","MID11229","Component1","ComponentRepair"
"2016","08","30","06:00:00","MID11229","Component4","ComponentRepair"
"2016","10","14","06:00:00","MID11229","Component3","ComponentRepair"
"2017","01","12","06:00:00","MID11229","Component3","ComponentRepair"
"2017","01","27","06:00:00","MID11229","Component4","ComponentRepair"
"2017","01","27","06:00:00","MID11229","Component3","ComponentRepair"
"2017","02","11","06:00:00","MID11229","Component2","ComponentRepair"
"2017","02","11","06:00:00","MID11229","Component4","ComponentRepair"
"2017","02","26","06:00:00","MID11229","Component1","ComponentRepair"
"2017","03","13","06:00:00","MID11229","Component4","ComponentRepair"
"2017","03","28","06:00:00","MID11229","Component1","ComponentRepair"
"2017","04","27","06:00:00","MID11229","Component3","ComponentRepair"
"2017","05","12","06:00:00","MID11229","Component3","ComponentRepair"
"2017","05","12","06:00:00","MID11229","Component2","ComponentRepair"
"2017","05","27","06:00:00","MID11229","Component4","ComponentRepair"
"2017","05","27","06:00:00","MID11229","Component2","ComponentRepair"
"2017","06","11","06:00:00","MID11229","Component1","ComponentRepair"
"2017","06","26","06:00:00","MID11229","Component1","ComponentRepair"
"2017","07","11","06:00:00","MID11229","Component4","ComponentRepair"
"2017","07","11","06:00:00","MID11229","Component2","ComponentRepair"
"2017","07","26","06:00:00","MID11229","Component2","ComponentRepair"
"2017","07","26","06:00:00","MID11229","Component3","ComponentRepair"
"2017","08","10","06:00:00","MID11229","Component3","ComponentRepair"
"2017","08","25","06:00:00","MID11229","Component1","ComponentRepair"
"2017","09","09","06:00:00","MID11229","Component1","ComponentRepair"
"2017","09","09","06:00:00","MID11229","Component4","ComponentRepair"
"2017","09","24","06:00:00","MID11229","Component4","ComponentRepair"
"2017","10","09","06:00:00","MID11229","Component4","ComponentRepair"
"2017","10","24","06:00:00","MID11229","Component2","ComponentRepair"
"2017","11","08","06:00:00","MID11229","Component2","ComponentRepair"
"2017","11","23","06:00:00","MID11229","Component2","ComponentRepair"
"2017","11","23","06:00:00","MID11229","Component3","ComponentRepair"
"2016","07","01","06:00:00","MID11882","Component3","ScheduledService"
"2016","08","15","06:00:00","MID11882","Component1","ComponentRepair"
"2016","08","30","06:00:00","MID11882","Component2","ComponentRepair"
"2016","12","28","06:00:00","MID11882","Component4","ComponentRepair"
"2017","01","20","06:00:00","MID11882","Component3","ComponentRepair"
"2017","01","20","06:00:00","MID11882","Component4","ComponentRepair"
"2017","02","04","06:00:00","MID11882","Component2","ComponentRepair"
"2017","02","19","06:00:00","MID11882","Component2","ComponentRepair"
"2017","02","19","06:00:00","MID11882","Component3","ComponentRepair"
"2017","03","06","06:00:00","MID11882","Component2","ComponentRepair"
"2017","03","06","06:00:00","MID11882","Component3","ComponentRepair"
"2017","03","21","06:00:00","MID11882","Component4","ComponentRepair"
"2017","04","20","06:00:00","MID11882","Component1","ComponentRepair"
"2017","05","05","06:00:00","MID11882","Component1","ComponentRepair"
"2017","05","20","06:00:00","MID11882","Component1","ComponentRepair"
"2017","05","20","06:00:00","MID11882","Component3","ComponentRepair"
"2017","06","04","06:00:00","MID11882","Component2","ComponentRepair"
"2017","06","04","06:00:00","MID11882","Component4","ComponentRepair"
"2017","06","19","06:00:00","MID11882","Component1","ComponentRepair"
"2017","06","19","06:00:00","MID11882","Component2","ComponentRepair"
"2017","07","04","06:00:00","MID11882","Component2","ComponentRepair"
"2017","07","19","06:00:00","MID11882","Component1","ComponentRepair"
"2017","07","19","06:00:00","MID11882","Component2","ComponentRepair"
"2017","08","03","06:00:00","MID11882","Component2","ComponentRepair"
"2017","08","18","06:00:00","MID11882","Component2","ComponentRepair"
"2017","09","02","06:00:00","MID11882","Component1","ComponentRepair"
"2017","09","02","06:00:00","MID11882","Component2","ComponentRepair"
"2017","09","17","06:00:00","MID11882","Component2","ComponentRepair"
"2017","10","02","06:00:00","MID11882","Component4","ComponentRepair"
"2017","10","17","06:00:00","MID11882","Component2","ComponentRepair"
"2017","10","17","06:00:00","MID11882","Component4","ComponentRepair"
"2017","11","01","06:00:00","MID11882","Component4","ScheduledService"
"2017","11","16","06:00:00","MID11882","Component4","ComponentRepair"
"2016","06","16","06:00:00","MID11282","Component4","ComponentRepair"
"2016","07","01","06:00:00","MID11282","Component1","ScheduledService"
"2016","11","13","06:00:00","MID11282","Component2","ComponentRepair"
"2016","11","28","06:00:00","MID11282","Component3","ComponentRepair"
"2017","01","19","06:00:00","MID11282","Component2","ComponentRepair"
"2017","02","03","06:00:00","MID11282","Component1","ComponentRepair"
"2017","02","18","06:00:00","MID11282","Component4","ComponentRepair"
"2017","03","05","06:00:00","MID11282","Component1","ComponentRepair"
"2017","03","20","06:00:00","MID11282","Component1","ComponentRepair"
"2017","04","04","06:00:00","MID11282","Component4","ComponentRepair"
"2017","04","04","06:00:00","MID11282","Component3","ComponentRepair"
"2017","04","19","06:00:00","MID11282","Component1","ComponentRepair"
"2017","05","04","06:00:00","MID11282","Component1","ComponentRepair"
"2017","05","19","06:00:00","MID11282","Component3","ComponentRepair"
"2017","06","03","06:00:00","MID11282","Component1","ComponentRepair"
"2017","06","03","06:00:00","MID11282","Component2","ComponentRepair"
"2017","06","18","06:00:00","MID11282","Component3","ComponentRepair"
"2017","07","03","06:00:00","MID11282","Component4","ComponentRepair"
"2017","07","03","06:00:00","MID11282","Component3","ComponentRepair"
"2017","08","02","06:00:00","MID11282","Component1","ComponentRepair"
"2017","08","17","06:00:00","MID11282","Component2","ComponentRepair"
"2017","09","01","06:00:00","MID11282","Component1","ScheduledService"
"2017","09","01","06:00:00","MID11282","Component3","ScheduledService"
"2017","09","16","06:00:00","MID11282","Component3","ComponentRepair"
"2017","09","16","06:00:00","MID11282","Component1","ComponentRepair"
"2017","10","01","06:00:00","MID11282","Component4","ScheduledService"
"2017","10","31","06:00:00","MID11282","Component2","ComponentRepair"
"2017","10","31","06:00:00","MID11282","Component1","ComponentRepair"
"2017","11","15","06:00:00","MID11282","Component1","ComponentRepair"
"2017","11","15","06:00:00","MID11282","Component4","ComponentRepair"
"2017","11","30","06:00:00","MID11282","Component4","ComponentRepair"
"2016","10","29","06:00:00","MID11806","Component1","ComponentRepair"
"2016","11","28","06:00:00","MID11806","Component4","ComponentRepair"
"2016","12","28","06:00:00","MID11806","Component2","ComponentRepair"
"2016","12","28","06:00:00","MID11806","Component3","ComponentRepair"
"2017","01","26","06:00:00","MID11806","Component2","ComponentRepair"
"2017","01","26","06:00:00","MID11806","Component1","ComponentRepair"
"2017","02","10","06:00:00","MID11806","Component3","ComponentRepair"
"2017","02","25","06:00:00","MID11806","Component3","ComponentRepair"
"2017","03","27","06:00:00","MID11806","Component3","ComponentRepair"
"2017","04","11","06:00:00","MID11806","Component4","ComponentRepair"
"2017","04","26","06:00:00","MID11806","Component1","ComponentRepair"
"2017","04","26","06:00:00","MID11806","Component4","ComponentRepair"
"2017","05","11","06:00:00","MID11806","Component2","ComponentRepair"
"2017","05","26","06:00:00","MID11806","Component4","ComponentRepair"
"2017","06","10","06:00:00","MID11806","Component4","ComponentRepair"
"2017","06","25","06:00:00","MID11806","Component4","ComponentRepair"
"2017","07","10","06:00:00","MID11806","Component2","ComponentRepair"
"2017","07","25","06:00:00","MID11806","Component1","ComponentRepair"
"2017","08","09","06:00:00","MID11806","Component2","ComponentRepair"
"2017","08","09","06:00:00","MID11806","Component1","ComponentRepair"
"2017","08","24","06:00:00","MID11806","Component4","ComponentRepair"
"2017","09","08","06:00:00","MID11806","Component1","ComponentRepair"
"2017","09","23","06:00:00","MID11806","Component1","ComponentRepair"
"2017","09","23","06:00:00","MID11806","Component4","ComponentRepair"
"2017","10","08","06:00:00","MID11806","Component1","ComponentRepair"
"2017","10","23","06:00:00","MID11806","Component1","ComponentRepair"
"2017","10","23","06:00:00","MID11806","Component4","ComponentRepair"
"2017","11","07","06:00:00","MID11806","Component1","ComponentRepair"
"2017","11","07","06:00:00","MID11806","Component2","ComponentRepair"
"2017","11","22","06:00:00","MID11806","Component2","ComponentRepair"
"2017","11","22","06:00:00","MID11806","Component4","ComponentRepair"
"2016","06","01","06:00:00","MID11283","Component1","ScheduledService"
"2016","09","14","06:00:00","MID11283","Component2","ComponentRepair"
"2016","09","29","06:00:00","MID11283","Component4","ComponentRepair"
"2016","10","14","06:00:00","MID11283","Component3","ComponentRepair"
"2017","01","23","06:00:00","MID11283","Component2","ComponentRepair"
"2017","01","23","06:00:00","MID11283","Component1","ComponentRepair"
"2017","02","07","06:00:00","MID11283","Component1","ComponentRepair"
"2017","02","22","06:00:00","MID11283","Component1","ComponentRepair"
"2017","02","22","06:00:00","MID11283","Component3","ComponentRepair"
"2017","03","09","06:00:00","MID11283","Component3","ComponentRepair"
"2017","03","24","06:00:00","MID11283","Component2","ComponentRepair"
"2017","03","24","06:00:00","MID11283","Component3","ComponentRepair"
"2017","04","08","06:00:00","MID11283","Component1","ComponentRepair"
"2017","04","08","06:00:00","MID11283","Component4","ComponentRepair"
"2017","04","23","06:00:00","MID11283","Component3","ComponentRepair"
"2017","05","08","06:00:00","MID11283","Component3","ComponentRepair"
"2017","05","23","06:00:00","MID11283","Component4","ComponentRepair"
"2017","06","07","06:00:00","MID11283","Component1","ComponentRepair"
"2017","06","07","06:00:00","MID11283","Component2","ComponentRepair"
"2017","06","22","06:00:00","MID11283","Component4","ComponentRepair"
"2017","06","22","06:00:00","MID11283","Component2","ComponentRepair"
"2017","07","07","06:00:00","MID11283","Component2","ComponentRepair"
"2017","07","22","06:00:00","MID11283","Component1","ComponentRepair"
"2017","08","06","06:00:00","MID11283","Component2","ComponentRepair"
"2017","08","21","06:00:00","MID11283","Component3","ComponentRepair"
"2017","08","21","06:00:00","MID11283","Component4","ComponentRepair"
"2017","09","05","06:00:00","MID11283","Component4","ComponentRepair"
"2017","09","05","06:00:00","MID11283","Component3","ComponentRepair"
"2017","09","20","06:00:00","MID11283","Component4","ComponentRepair"
"2017","09","20","06:00:00","MID11283","Component2","ComponentRepair"
"2017","10","05","06:00:00","MID11283","Component3","ComponentRepair"
"2017","10","20","06:00:00","MID11283","Component2","ComponentRepair"
"2017","11","19","06:00:00","MID11283","Component3","ComponentRepair"
"2017","11","19","06:00:00","MID11283","Component4","ComponentRepair"
"2016","06","16","06:00:00","MID11230","Component3","ComponentRepair"
"2016","10","29","06:00:00","MID11230","Component1","ComponentRepair"
"2016","12","13","06:00:00","MID11230","Component2","ComponentRepair"
"2016","12","28","06:00:00","MID11230","Component4","ComponentRepair"
"2017","01","06","06:00:00","MID11230","Component1","ComponentRepair"
"2017","01","06","06:00:00","MID11230","Component4","ComponentRepair"
"2017","01","21","06:00:00","MID11230","Component3","ComponentRepair"
"2017","02","05","06:00:00","MID11230","Component1","ComponentRepair"
"2017","02","20","06:00:00","MID11230","Component2","ComponentRepair"
"2017","03","07","06:00:00","MID11230","Component1","ComponentRepair"
"2017","03","22","06:00:00","MID11230","Component2","ComponentRepair"
"2017","04","06","06:00:00","MID11230","Component3","ComponentRepair"
"2017","04","06","06:00:00","MID11230","Component1","ComponentRepair"
"2017","05","06","06:00:00","MID11230","Component4","ComponentRepair"
"2017","05","06","06:00:00","MID11230","Component3","ComponentRepair"
"2017","06","05","06:00:00","MID11230","Component4","ComponentRepair"
"2017","07","05","06:00:00","MID11230","Component2","ComponentRepair"
"2017","07","20","06:00:00","MID11230","Component4","ComponentRepair"
"2017","08","19","06:00:00","MID11230","Component3","ComponentRepair"
"2017","09","18","06:00:00","MID11230","Component3","ComponentRepair"
"2017","10","03","06:00:00","MID11230","Component1","ComponentRepair"
"2017","10","03","06:00:00","MID11230","Component3","ComponentRepair"
"2017","11","02","06:00:00","MID11230","Component2","ComponentRepair"
"2017","11","17","06:00:00","MID11230","Component2","ComponentRepair"
"2017","11","17","06:00:00","MID11230","Component1","ComponentRepair"
"2016","07","01","06:00:00","MID11142","Component4","ScheduledService"
"2016","09","29","06:00:00","MID11142","Component3","ComponentRepair"
"2016","10","14","06:00:00","MID11142","Component2","ComponentRepair"
"2016","11","28","06:00:00","MID11142","Component1","ComponentRepair"
"2017","01","03","06:00:00","MID11142","Component4","ComponentRepair"
"2017","01","18","06:00:00","MID11142","Component2","ComponentRepair"
"2017","02","02","06:00:00","MID11142","Component1","ComponentRepair"
"2017","02","02","06:00:00","MID11142","Component4","ComponentRepair"
"2017","02","17","06:00:00","MID11142","Component3","ComponentRepair"
"2017","02","17","06:00:00","MID11142","Component4","ComponentRepair"
"2017","03","04","06:00:00","MID11142","Component2","ComponentRepair"
"2017","03","19","06:00:00","MID11142","Component2","ComponentRepair"
"2017","03","19","06:00:00","MID11142","Component3","ComponentRepair"
"2017","04","03","06:00:00","MID11142","Component3","ComponentRepair"
"2017","04","18","06:00:00","MID11142","Component1","ComponentRepair"
"2017","04","18","06:00:00","MID11142","Component4","ComponentRepair"
"2017","05","03","06:00:00","MID11142","Component3","ComponentRepair"
"2017","05","18","06:00:00","MID11142","Component3","ComponentRepair"
"2017","06","02","06:00:00","MID11142","Component2","ComponentRepair"
"2017","06","02","06:00:00","MID11142","Component4","ComponentRepair"
"2017","06","17","06:00:00","MID11142","Component3","ComponentRepair"
"2017","07","02","06:00:00","MID11142","Component2","ComponentRepair"
"2017","07","17","06:00:00","MID11142","Component3","ComponentRepair"
"2017","08","01","06:00:00","MID11142","Component3","ScheduledService"
"2017","08","16","06:00:00","MID11142","Component4","ComponentRepair"
"2017","08","16","06:00:00","MID11142","Component2","ComponentRepair"
"2017","09","15","06:00:00","MID11142","Component3","ComponentRepair"
"2017","09","30","06:00:00","MID11142","Component2","ComponentRepair"
"2017","10","15","06:00:00","MID11142","Component3","ComponentRepair"
"2017","10","15","06:00:00","MID11142","Component4","ComponentRepair"
"2017","10","30","06:00:00","MID11142","Component2","ComponentRepair"
"2017","11","14","06:00:00","MID11142","Component3","ComponentRepair"
"2016","07","16","06:00:00","MID11180","Component3","ComponentRepair"
"2016","07","31","06:00:00","MID11180","Component4","ComponentRepair"
"2016","08","15","06:00:00","MID11180","Component2","ComponentRepair"
"2016","10","29","06:00:00","MID11180","Component1","ComponentRepair"
"2017","01","30","06:00:00","MID11180","Component1","ComponentRepair"
"2017","02","14","06:00:00","MID11180","Component2","ComponentRepair"
"2017","03","01","06:00:00","MID11180","Component1","ScheduledService"
"2017","03","16","06:00:00","MID11180","Component2","ComponentRepair"
"2017","03","31","06:00:00","MID11180","Component3","ComponentRepair"
"2017","03","31","06:00:00","MID11180","Component4","ComponentRepair"
"2017","04","15","06:00:00","MID11180","Component2","ComponentRepair"
"2017","04","15","06:00:00","MID11180","Component3","ComponentRepair"
"2017","04","30","06:00:00","MID11180","Component1","ComponentRepair"
"2017","05","15","06:00:00","MID11180","Component1","ComponentRepair"
"2017","05","30","06:00:00","MID11180","Component1","ComponentRepair"
"2017","05","30","06:00:00","MID11180","Component4","ComponentRepair"
"2017","06","14","06:00:00","MID11180","Component4","ComponentRepair"
"2017","06","29","06:00:00","MID11180","Component1","ComponentRepair"
"2017","07","14","06:00:00","MID11180","Component2","ComponentRepair"
"2017","07","29","06:00:00","MID11180","Component3","ComponentRepair"
"2017","08","13","06:00:00","MID11180","Component2","ComponentRepair"
"2017","08","13","06:00:00","MID11180","Component4","ComponentRepair"
"2017","08","28","06:00:00","MID11180","Component2","ComponentRepair"
"2017","09","12","06:00:00","MID11180","Component4","ComponentRepair"
"2017","09","27","06:00:00","MID11180","Component3","ComponentRepair"
"2017","10","12","06:00:00","MID11180","Component1","ComponentRepair"
"2017","10","12","06:00:00","MID11180","Component2","ComponentRepair"
"2017","11","11","06:00:00","MID11180","Component1","ComponentRepair"
"2017","11","26","06:00:00","MID11180","Component4","ComponentRepair"
"2016","07","16","06:00:00","MID11284","Component4","ComponentRepair"
"2016","09","29","06:00:00","MID11284","Component2","ComponentRepair"
"2016","11","28","06:00:00","MID11284","Component3","ComponentRepair"
"2016","12","28","06:00:00","MID11284","Component1","ComponentRepair"
"2017","01","25","06:00:00","MID11284","Component3","ComponentRepair"
"2017","02","09","06:00:00","MID11284","Component1","ComponentRepair"
"2017","02","24","06:00:00","MID11284","Component1","ComponentRepair"
"2017","03","11","06:00:00","MID11284","Component2","ComponentRepair"
"2017","03","26","06:00:00","MID11284","Component2","ComponentRepair"
"2017","04","10","06:00:00","MID11284","Component4","ComponentRepair"
"2017","04","25","06:00:00","MID11284","Component3","ComponentRepair"
"2017","05","10","06:00:00","MID11284","Component2","ComponentRepair"
"2017","05","25","06:00:00","MID11284","Component1","ComponentRepair"
"2017","05","25","06:00:00","MID11284","Component2","ComponentRepair"
"2017","06","09","06:00:00","MID11284","Component2","ComponentRepair"
"2017","06","09","06:00:00","MID11284","Component3","ComponentRepair"
"2017","06","24","06:00:00","MID11284","Component2","ComponentRepair"
"2017","07","09","06:00:00","MID11284","Component3","ComponentRepair"
"2017","07","09","06:00:00","MID11284","Component4","ComponentRepair"
"2017","07","24","06:00:00","MID11284","Component4","ComponentRepair"
"2017","08","08","06:00:00","MID11284","Component2","ComponentRepair"
"2017","08","23","06:00:00","MID11284","Component4","ComponentRepair"
"2017","09","07","06:00:00","MID11284","Component1","ComponentRepair"
"2017","09","22","06:00:00","MID11284","Component3","ComponentRepair"
"2017","10","07","06:00:00","MID11284","Component4","ComponentRepair"
"2017","10","22","06:00:00","MID11284","Component4","ComponentRepair"
"2017","10","22","06:00:00","MID11284","Component2","ComponentRepair"
"2017","11","06","06:00:00","MID11284","Component3","ComponentRepair"
"2017","11","21","06:00:00","MID11284","Component1","ComponentRepair"
"2016","06","01","06:00:00","MID11285","Component2","ScheduledService"
"2016","08","15","06:00:00","MID11285","Component3","ComponentRepair"
"2016","08","15","06:00:00","MID11285","Component4","ComponentRepair"
"2016","10","14","06:00:00","MID11285","Component1","ComponentRepair"
"2017","02","01","06:00:00","MID11285","Component4","ScheduledService"
"2017","02","01","06:00:00","MID11285","Component3","ScheduledService"
"2017","02","16","06:00:00","MID11285","Component4","ComponentRepair"
"2017","04","02","06:00:00","MID11285","Component4","ComponentRepair"
"2017","04","02","06:00:00","MID11285","Component1","ComponentRepair"
"2017","04","17","06:00:00","MID11285","Component4","ComponentRepair"
"2017","05","17","06:00:00","MID11285","Component2","ComponentRepair"
"2017","05","17","06:00:00","MID11285","Component4","ComponentRepair"
"2017","06","01","06:00:00","MID11285","Component2","ScheduledService"
"2017","06","16","06:00:00","MID11285","Component2","ComponentRepair"
"2017","07","01","06:00:00","MID11285","Component2","ScheduledService"
"2017","07","16","06:00:00","MID11285","Component2","ComponentRepair"
"2017","07","16","06:00:00","MID11285","Component3","ComponentRepair"
"2017","07","31","06:00:00","MID11285","Component1","ComponentRepair"
"2017","07","31","06:00:00","MID11285","Component3","ComponentRepair"
"2017","09","14","06:00:00","MID11285","Component4","ComponentRepair"
"2017","09","14","06:00:00","MID11285","Component2","ComponentRepair"
"2017","09","29","06:00:00","MID11285","Component2","ComponentRepair"
"2017","10","14","06:00:00","MID11285","Component4","ComponentRepair"
"2017","10","29","06:00:00","MID11285","Component3","ComponentRepair"
"2017","10","29","06:00:00","MID11285","Component4","ComponentRepair"
"2017","11","13","06:00:00","MID11285","Component1","ComponentRepair"
"2017","11","28","06:00:00","MID11285","Component1","ComponentRepair"
"2016","06","01","06:00:00","MID11143","Component3","ScheduledService"
"2016","07","01","06:00:00","MID11143","Component1","ScheduledService"
"2016","09","14","06:00:00","MID11143","Component4","ComponentRepair"
"2016","11","28","06:00:00","MID11143","Component2","ComponentRepair"
"2017","01","27","06:00:00","MID11143","Component2","ComponentRepair"
"2017","01","27","06:00:00","MID11143","Component4","ComponentRepair"
"2017","02","11","06:00:00","MID11143","Component4","ComponentRepair"
"2017","02","26","06:00:00","MID11143","Component2","ComponentRepair"
"2017","02","26","06:00:00","MID11143","Component1","ComponentRepair"
"2017","03","13","06:00:00","MID11143","Component4","ComponentRepair"
"2017","03","28","06:00:00","MID11143","Component3","ComponentRepair"
"2017","04","12","06:00:00","MID11143","Component2","ComponentRepair"
"2017","04","27","06:00:00","MID11143","Component2","ComponentRepair"
"2017","05","12","06:00:00","MID11143","Component4","ComponentRepair"
"2017","05","27","06:00:00","MID11143","Component1","ComponentRepair"
"2017","05","27","06:00:00","MID11143","Component3","ComponentRepair"
"2017","06","11","06:00:00","MID11143","Component1","ComponentRepair"
"2017","06","26","06:00:00","MID11143","Component4","ComponentRepair"
"2017","06","26","06:00:00","MID11143","Component2","ComponentRepair"
"2017","07","11","06:00:00","MID11143","Component3","ComponentRepair"
"2017","07","26","06:00:00","MID11143","Component3","ComponentRepair"
"2017","07","26","06:00:00","MID11143","Component4","ComponentRepair"
"2017","08","10","06:00:00","MID11143","Component2","ComponentRepair"
"2017","08","25","06:00:00","MID11143","Component3","ComponentRepair"
"2017","09","09","06:00:00","MID11143","Component2","ComponentRepair"
"2017","09","09","06:00:00","MID11143","Component4","ComponentRepair"
"2017","09","24","06:00:00","MID11143","Component2","ComponentRepair"
"2017","10","09","06:00:00","MID11143","Component2","ComponentRepair"
"2017","10","24","06:00:00","MID11143","Component4","ComponentRepair"
"2017","11","23","06:00:00","MID11143","Component3","ComponentRepair"
"2017","11","23","06:00:00","MID11143","Component1","ComponentRepair"
"2016","06","01","06:00:00","MID11002","Component4","ScheduledService"
"2016","07","16","06:00:00","MID11002","Component1","ComponentRepair"
"2016","07","31","06:00:00","MID11002","Component2","ComponentRepair"
"2016","09","14","06:00:00","MID11002","Component3","ComponentRepair"
"2017","01","20","06:00:00","MID11002","Component2","ComponentRepair"
"2017","02","04","06:00:00","MID11002","Component3","ComponentRepair"
"2017","02","19","06:00:00","MID11002","Component4","ComponentRepair"
"2017","03","06","06:00:00","MID11002","Component4","ComponentRepair"
"2017","04","20","06:00:00","MID11002","Component3","ComponentRepair"
"2017","05","05","06:00:00","MID11002","Component2","ComponentRepair"
"2017","05","20","06:00:00","MID11002","Component3","ComponentRepair"
"2017","06","04","06:00:00","MID11002","Component3","ComponentRepair"
"2017","06","19","06:00:00","MID11002","Component1","ComponentRepair"
"2017","06","19","06:00:00","MID11002","Component2","ComponentRepair"
"2017","07","04","06:00:00","MID11002","Component3","ComponentRepair"
"2017","07","04","06:00:00","MID11002","Component4","ComponentRepair"
