Year,Month,Day,Time,MachineID,ErrorID
2017,1,5,6:00:00,MID11183,error1
2017,3,6,6:00:00,MID11183,error5
2017,5,5,6:00:00,MID11183,error2
2017,5,5,6:00:00,MID11183,error3
2017,7,19,6:00:00,MID11183,error1
2017,7,19,6:00:00,MID11183,error5
2017,10,2,6:00:00,MID11183,error1
2017,11,13,5:00:00,MID11183,error4
2017,1,2,8:00:00,MID11850,error4
2017,2,7,6:00:00,MID11850,error2
2017,2,7,6:00:00,MID11850,error3
2017,4,23,6:00:00,MID11850,error2
2017,4,23,6:00:00,MID11850,error3
2017,6,7,6:00:00,MID11850,error2
2017,6,7,6:00:00,MID11850,error3
2017,6,15,21:00:00,MID11850,error1
2017,8,6,6:00:00,MID11850,error2
2017,8,6,6:00:00,MID11850,error3
2017,9,5,6:00:00,MID11850,error1
2017,9,22,8:00:00,MID11850,error1
2017,11,4,6:00:00,MID11850,error2
2017,11,4,6:00:00,MID11850,error3
2017,11,19,6:00:00,MID11850,error1
2017,1,25,6:00:00,MID11379,error2
2017,1,25,6:00:00,MID11379,error3
2017,2,24,6:00:00,MID11379,error1
2017,3,11,6:00:00,MID11379,error2
2017,3,11,6:00:00,MID11379,error3
2017,6,9,6:00:00,MID11379,error2
2017,6,9,6:00:00,MID11379,error3
2017,9,22,6:00:00,MID11379,error1
2017,11,21,6:00:00,MID11379,error1
2017,4,11,6:00:00,MID11293,error1
2017,4,11,6:00:00,MID11293,error5
2017,4,20,14:00:00,MID11293,error1
2017,8,9,6:00:00,MID11293,error5
2017,9,23,6:00:00,MID11293,error2
2017,9,23,6:00:00,MID11293,error3
2017,10,23,6:00:00,MID11293,error5
2017,1,2,6:00:00,MID11147,error5
2017,2,16,6:00:00,MID11147,error2
2017,2,16,6:00:00,MID11147,error3
2017,5,2,6:00:00,MID11147,error5
2017,5,3,0:00:00,MID11147,error4
2017,7,8,20:00:00,MID11147,error3
2017,7,14,9:00:00,MID11147,error1
2017,7,16,6:00:00,MID11147,error2
2017,7,16,6:00:00,MID11147,error3
2017,7,31,6:00:00,MID11147,error1
2017,9,29,6:00:00,MID11147,error2
2017,9,29,6:00:00,MID11147,error3
2017,11,3,18:00:00,MID11147,error1
2017,11,28,6:00:00,MID11147,error5
2017,1,16,6:00:00,MID11851,error1
2017,2,15,6:00:00,MID11851,error2
2017,2,15,6:00:00,MID11851,error3
2017,2,26,10:00:00,MID11851,error3
2017,3,17,6:00:00,MID11851,error1
2017,7,3,20:00:00,MID11851,error3
2017,7,30,6:00:00,MID11851,error2
2017,7,30,6:00:00,MID11851,error3
2017,9,13,6:00:00,MID11851,error2
2017,9,13,6:00:00,MID11851,error3
2017,11,27,6:00:00,MID11851,error1
2017,11,27,6:00:00,MID11851,error2
2017,11,27,6:00:00,MID11851,error3
2017,1,22,6:00:00,MID11148,error5
2017,3,21,10:00:00,MID11148,error4
2017,3,23,6:00:00,MID11148,error2
2017,3,23,6:00:00,MID11148,error3
2017,5,7,6:00:00,MID11148,error1
2017,5,7,6:00:00,MID11148,error5
2017,6,21,6:00:00,MID11148,error1
2017,7,8,2:00:00,MID11148,error3
2017,8,5,6:00:00,MID11148,error5
2017,8,5,12:00:00,MID11148,error2
2017,9,4,6:00:00,MID11148,error1
2017,11,3,6:00:00,MID11148,error1
2017,11,18,6:00:00,MID11148,error5
2017,2,21,17:00:00,MID11852,error3
2017,4,15,6:00:00,MID11852,error2
2017,4,15,6:00:00,MID11852,error3
2017,4,29,0:00:00,MID11852,error2
2017,6,7,3:00:00,MID11852,error2
2017,7,29,6:00:00,MID11852,error2
2017,7,29,6:00:00,MID11852,error3
2017,9,27,6:00:00,MID11852,error2
2017,9,27,6:00:00,MID11852,error3
2017,10,3,10:00:00,MID11852,error4
2017,10,3,14:00:00,MID11852,error1
2017,1,21,6:00:00,MID11090,error1
2017,1,21,6:00:00,MID11090,error5
2017,3,7,6:00:00,MID11090,error5
2017,6,5,6:00:00,MID11090,error1
2017,6,5,6:00:00,MID11090,error5
2017,6,20,6:00:00,MID11090,error2
2017,6,20,6:00:00,MID11090,error3
2017,7,20,6:00:00,MID11090,error2
2017,7,20,6:00:00,MID11090,error3
2017,9,3,6:00:00,MID11090,error5
2017,9,18,6:00:00,MID11090,error2
2017,9,18,6:00:00,MID11090,error3
2017,1,15,6:00:00,MID11091,error2
2017,1,15,6:00:00,MID11091,error3
2017,3,31,6:00:00,MID11091,error2
2017,3,31,6:00:00,MID11091,error3
2017,3,31,6:00:00,MID11091,error5
2017,4,15,6:00:00,MID11091,error1
2017,4,30,6:00:00,MID11091,error2
2017,4,30,6:00:00,MID11091,error3
2017,5,8,10:00:00,MID11091,error1
2017,5,30,6:00:00,MID11091,error1
2017,8,13,6:00:00,MID11091,error5
2017,8,16,20:00:00,MID11091,error4
2017,8,21,21:00:00,MID11091,error2
2017,9,12,6:00:00,MID11091,error2
2017,9,12,6:00:00,MID11091,error3
2017,9,27,6:00:00,MID11091,error1
2017,10,27,6:00:00,MID11091,error5
2017,11,11,6:00:00,MID11091,error2
2017,11,11,6:00:00,MID11091,error3
2017,2,1,6:00:00,MID11092,error5
2017,4,2,6:00:00,MID11092,error1
2017,4,17,6:00:00,MID11092,error2
2017,4,17,6:00:00,MID11092,error3
2017,5,17,6:00:00,MID11092,error5
2017,6,1,6:00:00,MID11092,error1
2017,7,16,6:00:00,MID11092,error5
2017,9,21,3:00:00,MID11092,error3
2017,10,29,6:00:00,MID11092,error2
2017,10,29,6:00:00,MID11092,error3
2017,4,5,6:00:00,MID11468,error2
2017,4,5,6:00:00,MID11468,error3
2017,6,25,23:00:00,MID11468,error4
2017,6,27,12:00:00,MID11468,error1
2017,8,28,20:00:00,MID11468,error3
2017,11,29,5:00:00,MID11468,error4
2017,3,11,6:00:00,MID11294,error2
2017,3,11,6:00:00,MID11294,error3
2017,3,11,6:00:00,MID11294,error5
2017,3,26,6:00:00,MID11294,error1
2017,3,26,6:00:00,MID11294,error4
2017,4,22,6:00:00,MID11294,error4
2017,4,25,6:00:00,MID11294,error5
2017,6,24,6:00:00,MID11294,error1
2017,7,9,6:00:00,MID11294,error2
2017,7,9,6:00:00,MID11294,error3
2017,7,24,6:00:00,MID11294,error4
2017,7,24,6:00:00,MID11294,error5
2017,8,8,6:00:00,MID11294,error1
2017,9,22,6:00:00,MID11294,error2
2017,9,22,6:00:00,MID11294,error3
2017,10,7,6:00:00,MID11294,error5
2017,2,8,6:00:00,MID11007,error4
2017,2,8,6:00:00,MID11007,error5
2017,3,10,6:00:00,MID11007,error2
2017,3,10,6:00:00,MID11007,error3
2017,5,1,1:00:00,MID11007,error2
2017,5,9,6:00:00,MID11007,error5
2017,5,24,6:00:00,MID11007,error1
2017,6,8,6:00:00,MID11007,error4
2017,6,10,1:00:00,MID11007,error5
2017,7,8,6:00:00,MID11007,error5
2017,7,23,6:00:00,MID11007,error1
2017,8,7,6:00:00,MID11007,error4
2017,8,22,6:00:00,MID11007,error5
2017,10,6,6:00:00,MID11007,error5
2017,1,4,6:00:00,MID11295,error4
2017,2,3,6:00:00,MID11295,error5
2017,4,17,20:00:00,MID11295,error1
2017,5,29,10:00:00,MID11295,error4
2017,6,3,6:00:00,MID11295,error2
2017,6,3,6:00:00,MID11295,error3
2017,7,3,6:00:00,MID11295,error5
2017,7,18,6:00:00,MID11295,error1
2017,7,18,6:00:00,MID11295,error2
2017,7,18,6:00:00,MID11295,error3
2017,7,21,14:00:00,MID11295,error3
2017,8,2,6:00:00,MID11295,error4
2017,8,17,6:00:00,MID11295,error5
2017,9,1,6:00:00,MID11295,error1
2017,10,31,6:00:00,MID11295,error1
2017,3,26,7:00:00,MID11716,error1
2017,6,13,6:00:00,MID11716,error1
2017,6,13,6:00:00,MID11716,error2
2017,6,13,6:00:00,MID11716,error3
2017,6,25,2:00:00,MID11716,error1
2017,8,6,8:00:00,MID11716,error1
2017,8,12,6:00:00,MID11716,error2
2017,8,12,6:00:00,MID11716,error3
2017,9,11,6:00:00,MID11716,error1
2017,10,9,18:00:00,MID11716,error4
2017,10,11,6:00:00,MID11716,error2
2017,10,11,6:00:00,MID11716,error3
2017,10,17,2:00:00,MID11716,error3
2017,1,31,6:00:00,MID11008,error1
2017,1,31,8:00:00,MID11008,error4
2017,4,10,21:00:00,MID11008,error1
2017,4,16,6:00:00,MID11008,error5
2017,5,3,14:00:00,MID11008,error1
2017,5,6,15:00:00,MID11008,error2
2017,5,23,13:00:00,MID11008,error3
2017,5,29,14:00:00,MID11008,error3
2017,6,15,6:00:00,MID11008,error2
2017,6,15,6:00:00,MID11008,error3
2017,6,15,6:00:00,MID11008,error5
2017,7,15,6:00:00,MID11008,error1
2017,8,14,6:00:00,MID11008,error5
2017,8,17,3:00:00,MID11008,error4
2017,1,4,10:00:00,MID11521,error4
2017,1,25,6:00:00,MID11521,error1
2017,3,26,6:00:00,MID11521,error2
2017,3,26,6:00:00,MID11521,error3
2017,5,10,6:00:00,MID11521,error1
2017,6,24,6:00:00,MID11521,error1
2017,6,24,6:00:00,MID11521,error2
2017,6,24,6:00:00,MID11521,error3
2017,9,7,6:00:00,MID11521,error2
2017,9,7,6:00:00,MID11521,error3
2017,9,30,1:00:00,MID11521,error1
2017,11,18,0:00:00,MID11521,error2
2017,11,23,16:00:00,MID11521,error4
2017,2,14,6:00:00,MID11235,error5
2017,3,16,6:00:00,MID11235,error2
2017,3,16,6:00:00,MID11235,error3
2017,3,31,6:00:00,MID11235,error1
2017,4,11,9:00:00,MID11235,error1
2017,4,15,6:00:00,MID11235,error2
2017,4,15,6:00:00,MID11235,error3
2017,4,30,6:00:00,MID11235,error5
2017,5,30,6:00:00,MID11235,error2
2017,5,30,6:00:00,MID11235,error3
2017,6,30,19:00:00,MID11235,error2
2017,7,14,6:00:00,MID11235,error2
2017,7,14,6:00:00,MID11235,error3
2017,7,29,6:00:00,MID11235,error5
2017,9,27,6:00:00,MID11235,error2
2017,9,27,6:00:00,MID11235,error3
2017,11,1,1:00:00,MID11235,error1
2017,11,24,12:00:00,MID11235,error2
2017,11,26,6:00:00,MID11235,error5
2017,1,27,6:00:00,MID11184,error5
2017,4,19,23:00:00,MID11184,error4
2017,5,6,19:00:00,MID11184,error4
2017,7,26,6:00:00,MID11184,error5
2017,8,10,6:00:00,MID11184,error1
2017,8,25,6:00:00,MID11184,error2
2017,8,25,6:00:00,MID11184,error3
2017,9,24,6:00:00,MID11184,error5
2017,10,24,6:00:00,MID11184,error1
2017,11,8,6:00:00,MID11184,error2
2017,11,8,6:00:00,MID11184,error3
2017,2,5,6:00:00,MID11093,error1
2017,3,7,6:00:00,MID11093,error5
2017,4,21,6:00:00,MID11093,error5
2017,6,14,16:00:00,MID11093,error2
2017,7,12,16:00:00,MID11093,error2
2017,8,4,6:00:00,MID11093,error5
2017,9,18,6:00:00,MID11093,error2
2017,9,18,6:00:00,MID11093,error3
2017,11,2,6:00:00,MID11093,error2
2017,11,2,6:00:00,MID11093,error3
2017,3,20,6:00:00,MID11296,error5
2017,5,4,6:00:00,MID11296,error5
2017,8,17,6:00:00,MID11296,error5
2017,8,26,9:00:00,MID11296,error4
2017,10,31,6:00:00,MID11296,error2
2017,10,31,6:00:00,MID11296,error3
2017,11,30,6:00:00,MID11296,error1
2017,1,22,6:00:00,MID11149,error2
2017,1,22,6:00:00,MID11149,error3
2017,2,21,6:00:00,MID11149,error5
2017,3,8,6:00:00,MID11149,error2
2017,3,8,6:00:00,MID11149,error3
2017,5,7,6:00:00,MID11149,error2
2017,5,7,6:00:00,MID11149,error3
2017,6,21,6:00:00,MID11149,error2
2017,6,21,6:00:00,MID11149,error3
2017,6,21,6:00:00,MID11149,error5
2017,8,20,6:00:00,MID11149,error5
2017,9,14,6:00:00,MID11149,error4
2017,10,4,6:00:00,MID11149,error2
2017,10,4,6:00:00,MID11149,error3
2017,1,1,16:00:00,MID11094,error2
2017,2,9,6:00:00,MID11094,error5
2017,2,24,6:00:00,MID11094,error1
2017,4,25,6:00:00,MID11094,error5
2017,5,15,21:00:00,MID11094,error3
2017,5,27,2:00:00,MID11094,error1
2017,6,9,6:00:00,MID11094,error1
2017,7,18,23:00:00,MID11094,error2
2017,7,29,14:00:00,MID11094,error3
2017,8,8,6:00:00,MID11094,error5
2017,8,23,6:00:00,MID11094,error1
2017,9,5,22:00:00,MID11094,error4
2017,10,7,6:00:00,MID11094,error5
2017,1,29,6:00:00,MID11425,error1
2017,2,28,6:00:00,MID11425,error2
2017,2,28,6:00:00,MID11425,error3
2017,5,14,6:00:00,MID11425,error2
2017,5,14,6:00:00,MID11425,error3
2017,6,13,6:00:00,MID11425,error1
2017,11,25,6:00:00,MID11425,error1
2017,4,23,6:00:00,MID11009,error5
2017,6,7,6:00:00,MID11009,error5
2017,7,2,19:00:00,MID11009,error3
2017,8,6,6:00:00,MID11009,error5
2017,9,20,6:00:00,MID11009,error5
2017,9,26,5:00:00,MID11009,error2
2017,11,17,0:00:00,MID11009,error1
2017,11,19,6:00:00,MID11009,error2
2017,11,19,6:00:00,MID11009,error3
2017,11,19,6:00:00,MID11009,error5
2017,1,9,6:00:00,MID11676,error4
2017,4,9,6:00:00,MID11676,error4
2017,5,9,6:00:00,MID11676,error2
2017,5,9,6:00:00,MID11676,error3
2017,6,8,6:00:00,MID11676,error1
2017,7,15,21:00:00,MID11676,error5
2017,7,23,6:00:00,MID11676,error4
2017,8,10,23:00:00,MID11676,error4
2017,8,22,6:00:00,MID11676,error2
2017,8,22,6:00:00,MID11676,error3
2017,9,21,6:00:00,MID11676,error4
2017,10,27,18:00:00,MID11676,error1
2017,1,17,6:00:00,MID11095,error5
2017,2,15,8:00:00,MID11095,error2
2017,4,17,6:00:00,MID11095,error5
2017,6,16,6:00:00,MID11095,error5
2017,9,14,6:00:00,MID11095,error5
2017,11,28,6:00:00,MID11095,error2
2017,11,28,6:00:00,MID11095,error3
2017,1,13,6:00:00,MID11885,error2
2017,1,13,6:00:00,MID11885,error3
2017,4,28,6:00:00,MID11885,error1
2017,5,13,6:00:00,MID11885,error2
2017,5,13,6:00:00,MID11885,error3
2017,6,9,7:00:00,MID11885,error4
2017,7,12,6:00:00,MID11885,error1
2017,7,13,5:00:00,MID11885,error2
2017,9,10,6:00:00,MID11885,error2
2017,9,10,6:00:00,MID11885,error3
2017,9,25,6:00:00,MID11885,error1
2017,11,24,6:00:00,MID11885,error2
2017,11,24,6:00:00,MID11885,error3
2017,1,19,6:00:00,MID11096,error4
2017,2,3,6:00:00,MID11096,error5
2017,3,20,6:00:00,MID11096,error2
2017,3,20,6:00:00,MID11096,error3
2017,3,22,1:00:00,MID11096,error3
2017,4,4,6:00:00,MID11096,error4
2017,5,4,6:00:00,MID11096,error5
2017,5,19,6:00:00,MID11096,error2
2017,5,19,6:00:00,MID11096,error3
2017,6,3,6:00:00,MID11096,error1
2017,7,3,6:00:00,MID11096,error4
2017,8,2,6:00:00,MID11096,error5
2017,9,1,6:00:00,MID11096,error4
2017,9,16,6:00:00,MID11096,error5
2017,11,30,6:00:00,MID11096,error4
2017,2,17,6:00:00,MID11185,error5
2017,3,4,6:00:00,MID11185,error1
2017,3,4,6:00:00,MID11185,error2
2017,3,4,6:00:00,MID11185,error3
2017,4,20,10:00:00,MID11185,error2
2017,5,3,6:00:00,MID11185,error5
2017,9,30,6:00:00,MID11185,error5
2017,11,3,19:00:00,MID11185,error2
2017,11,27,19:00:00,MID11185,error2
2017,1,28,7:00:00,MID11886,error2
2017,2,9,6:00:00,MID11886,error1
2017,4,10,6:00:00,MID11886,error4
2017,6,6,7:00:00,MID11886,error4
2017,6,24,6:00:00,MID11886,error4
2017,7,4,11:00:00,MID11886,error2
2017,7,9,6:00:00,MID11886,error2
2017,7,9,6:00:00,MID11886,error3
2017,8,6,6:00:00,MID11886,error2
2017,8,8,6:00:00,MID11886,error4
2017,9,4,20:00:00,MID11886,error3
2017,10,7,6:00:00,MID11886,error2
2017,10,7,6:00:00,MID11886,error3
2017,10,7,6:00:00,MID11886,error4
2017,1,5,6:00:00,MID11887,error4
2017,2,19,6:00:00,MID11887,error4
2017,3,21,6:00:00,MID11887,error2
2017,3,21,6:00:00,MID11887,error3
2017,5,5,6:00:00,MID11887,error4
2017,8,18,6:00:00,MID11887,error1
2017,1,8,6:00:00,MID11236,error1
2017,2,7,6:00:00,MID11236,error5
2017,3,9,6:00:00,MID11236,error1
2017,6,7,6:00:00,MID11236,error2
2017,6,7,6:00:00,MID11236,error3
2017,7,19,20:00:00,MID11236,error1
2017,8,21,6:00:00,MID11236,error5
2017,9,5,6:00:00,MID11236,error2
2017,9,5,6:00:00,MID11236,error3
2017,10,20,6:00:00,MID11236,error1
2017,11,19,6:00:00,MID11236,error5
2017,1,14,6:00:00,MID11097,error5
2017,1,29,6:00:00,MID11097,error4
2017,2,28,6:00:00,MID11097,error5
2017,3,15,6:00:00,MID11097,error4
2017,4,10,19:00:00,MID11097,error3
2017,4,14,6:00:00,MID11097,error2
2017,4,14,6:00:00,MID11097,error3
2017,4,14,6:00:00,MID11097,error5
2017,7,28,6:00:00,MID11097,error1
2017,7,28,6:00:00,MID11097,error4
2017,8,27,6:00:00,MID11097,error2
2017,8,27,6:00:00,MID11097,error3
2017,9,11,6:00:00,MID11097,error4
2017,9,26,6:00:00,MID11097,error1
2017,10,26,6:00:00,MID11097,error2
2017,10,26,6:00:00,MID11097,error3
2017,10,26,6:00:00,MID11097,error4
2017,11,17,12:00:00,MID11097,error2
2017,11,25,6:00:00,MID11097,error1
2017,1,8,6:00:00,MID11759,error2
2017,1,22,6:00:00,MID11759,error2
2017,1,22,6:00:00,MID11759,error3
2017,2,6,6:00:00,MID11759,error1
2017,2,21,1:00:00,MID11759,error1
2017,3,24,15:00:00,MID11759,error4
2017,4,7,6:00:00,MID11759,error1
2017,7,21,6:00:00,MID11759,error2
2017,7,21,6:00:00,MID11759,error3
2017,9,19,6:00:00,MID11759,error1
2017,10,4,6:00:00,MID11759,error2
2017,10,4,6:00:00,MID11759,error3
2017,3,10,6:00:00,MID11717,error2
2017,3,10,6:00:00,MID11717,error3
2017,4,2,21:00:00,MID11717,error3
2017,6,23,6:00:00,MID11717,error2
2017,6,23,6:00:00,MID11717,error3
2017,8,30,5:00:00,MID11717,error1
2017,9,3,11:00:00,MID11717,error3
2017,9,14,20:00:00,MID11717,error1
2017,9,15,22:00:00,MID11717,error1
2017,1,12,6:00:00,MID11888,error4
2017,2,11,6:00:00,MID11888,error2
2017,2,11,6:00:00,MID11888,error3
2017,2,25,16:00:00,MID11888,error2
2017,2,26,6:00:00,MID11888,error4
2017,3,13,6:00:00,MID11888,error1
2017,3,30,0:00:00,MID11888,error4
2017,4,12,6:00:00,MID11888,error4
2017,5,27,6:00:00,MID11888,error2
2017,5,27,6:00:00,MID11888,error3
2017,6,11,6:00:00,MID11888,error1
2017,7,26,6:00:00,MID11888,error4
2017,8,25,6:00:00,MID11888,error1
2017,9,9,6:00:00,MID11888,error4
2017,1,5,1:00:00,MID11946,error1
2017,4,12,6:00:00,MID11946,error1
2017,4,20,19:00:00,MID11946,error1
2017,5,13,21:00:00,MID11946,error1
2017,6,26,6:00:00,MID11946,error2
2017,6,26,6:00:00,MID11946,error3
2017,9,12,19:00:00,MID11946,error4
2017,2,21,6:00:00,MID11889,error4
2017,3,23,15:00:00,MID11889,error2
2017,4,22,6:00:00,MID11889,error1
2017,4,22,6:00:00,MID11889,error4
2017,8,20,6:00:00,MID11889,error4
2017,9,5,1:00:00,MID11889,error3
2017,9,19,6:00:00,MID11889,error2
2017,9,19,6:00:00,MID11889,error3
2017,10,19,6:00:00,MID11889,error4
2017,10,28,19:00:00,MID11889,error2
2017,2,5,5:00:00,MID11469,error4
2017,3,16,6:00:00,MID11469,error2
2017,3,16,6:00:00,MID11469,error3
2017,4,15,6:00:00,MID11469,error1
2017,4,15,6:00:00,MID11469,error2
2017,4,15,6:00:00,MID11469,error3
2017,7,14,6:00:00,MID11469,error2
2017,7,14,6:00:00,MID11469,error3
2017,8,5,21:00:00,MID11469,error1
2017,8,13,6:00:00,MID11469,error2
2017,8,13,6:00:00,MID11469,error3
2017,9,11,9:00:00,MID11469,error3
2017,1,29,7:00:00,MID11237,error1
2017,2,9,13:00:00,MID11237,error4
2017,5,11,6:00:00,MID11237,error1
2017,5,26,6:00:00,MID11237,error5
2017,9,23,6:00:00,MID11237,error2
2017,9,23,6:00:00,MID11237,error3
2017,10,15,6:00:00,MID11237,error3
2017,11,7,6:00:00,MID11237,error5
2017,1,27,6:00:00,MID11238,error2
2017,1,27,6:00:00,MID11238,error3
2017,2,8,5:00:00,MID11238,error1
2017,2,11,6:00:00,MID11238,error1
2017,3,28,6:00:00,MID11238,error5
2017,5,27,6:00:00,MID11238,error5
2017,7,11,6:00:00,MID11238,error2
2017,7,11,6:00:00,MID11238,error3
2017,7,29,16:00:00,MID11238,error2
2017,8,10,6:00:00,MID11238,error5
2017,9,21,17:00:00,MID11238,error1
2017,2,19,6:00:00,MID11470,error1
2017,6,4,6:00:00,MID11470,error2
2017,6,4,6:00:00,MID11470,error3
2017,6,5,0:00:00,MID11470,error2
2017,8,3,6:00:00,MID11470,error1
2017,8,11,9:00:00,MID11470,error1
2017,10,2,6:00:00,MID11470,error1
2017,1,14,5:00:00,MID11471,error4
2017,2,27,6:00:00,MID11471,error1
2017,2,27,6:00:00,MID11471,error4
2017,3,11,9:00:00,MID11471,error1
2017,5,13,6:00:00,MID11471,error2
2017,5,13,6:00:00,MID11471,error3
2017,6,3,22:00:00,MID11471,error3
2017,6,12,6:00:00,MID11471,error4
2017,7,17,2:00:00,MID11471,error4
2017,8,22,16:00:00,MID11471,error1
2017,9,25,6:00:00,MID11471,error4
2017,11,9,6:00:00,MID11471,error4
2017,3,3,10:00:00,MID11297,error1
2017,3,9,3:00:00,MID11297,error2
2017,4,8,6:00:00,MID11297,error5
2017,5,8,6:00:00,MID11297,error1
2017,5,8,6:00:00,MID11297,error2
2017,5,8,6:00:00,MID11297,error3
2017,6,7,6:00:00,MID11297,error5
2017,7,7,6:00:00,MID11297,error2
2017,7,7,6:00:00,MID11297,error3
2017,7,28,5:00:00,MID11297,error4
2017,8,6,6:00:00,MID11297,error5
2017,8,21,6:00:00,MID11297,error2
2017,8,21,6:00:00,MID11297,error3
2017,11,4,6:00:00,MID11297,error5
2017,1,5,6:00:00,MID11947,error1
2017,1,20,6:00:00,MID11947,error4
2017,3,21,6:00:00,MID11947,error2
2017,3,21,6:00:00,MID11947,error3
2017,4,24,12:00:00,MID11947,error2
2017,5,14,14:00:00,MID11947,error4
2017,6,4,6:00:00,MID11947,error4
2017,7,19,6:00:00,MID11947,error2
2017,7,19,6:00:00,MID11947,error3
2017,8,3,6:00:00,MID11947,error1
2017,9,2,6:00:00,MID11947,error2
2017,9,2,6:00:00,MID11947,error3
2017,9,17,6:00:00,MID11947,error1
2017,9,17,6:00:00,MID11947,error4
2017,9,22,17:00:00,MID11947,error3
2017,1,6,19:00:00,MID11620,error4
2017,2,11,19:00:00,MID11620,error4
2017,3,31,6:00:00,MID11620,error4
2017,4,12,8:00:00,MID11620,error3
2017,6,14,6:00:00,MID11620,error2
2017,6,14,6:00:00,MID11620,error3
2017,7,14,6:00:00,MID11620,error4
2017,7,29,6:00:00,MID11620,error1
2017,7,29,6:00:00,MID11620,error2
2017,7,29,6:00:00,MID11620,error3
2017,11,26,6:00:00,MID11620,error2
2017,11,26,6:00:00,MID11620,error3
2017,11,26,6:00:00,MID11620,error4
2017,1,31,6:00:00,MID11098,error5
2017,4,1,6:00:00,MID11098,error5
2017,5,1,6:00:00,MID11098,error1
2017,5,16,6:00:00,MID11098,error2
2017,5,16,6:00:00,MID11098,error3
2017,7,11,15:00:00,MID11098,error1
2017,7,15,6:00:00,MID11098,error5
2017,7,30,6:00:00,MID11098,error2
2017,7,30,6:00:00,MID11098,error3
2017,8,29,6:00:00,MID11098,error5
2017,11,5,8:00:00,MID11098,error2
2017,1,1,10:00:00,MID11380,error2
2017,2,1,6:00:00,MID11380,error2
2017,2,1,6:00:00,MID11380,error3
2017,3,18,6:00:00,MID11380,error2
2017,3,18,6:00:00,MID11380,error3
2017,7,16,6:00:00,MID11380,error2
2017,7,16,6:00:00,MID11380,error3
2017,8,15,6:00:00,MID11380,error2
2017,8,15,6:00:00,MID11380,error3
2017,9,11,12:00:00,MID11380,error1
2017,9,29,6:00:00,MID11380,error2
2017,9,29,6:00:00,MID11380,error3
2017,10,5,6:00:00,MID11380,error5
2017,11,13,6:00:00,MID11380,error1
2017,1,20,6:00:00,MID11890,error1
2017,4,5,6:00:00,MID11890,error2
2017,4,5,6:00:00,MID11890,error3
2017,5,5,10:00:00,MID11890,error1
2017,5,16,1:00:00,MID11890,error2
2017,9,17,6:00:00,MID11890,error1
2017,11,16,6:00:00,MID11890,error1
2017,1,6,6:00:00,MID11426,error2
2017,1,6,6:00:00,MID11426,error3
2017,3,12,2:00:00,MID11426,error3
2017,4,21,6:00:00,MID11426,error2
2017,4,21,6:00:00,MID11426,error3
2017,5,21,6:00:00,MID11426,error2
2017,5,21,6:00:00,MID11426,error3
2017,6,5,6:00:00,MID11426,error1
2017,7,25,20:00:00,MID11426,error1
2017,9,15,11:00:00,MID11426,error1
2017,10,7,13:00:00,MID11426,error1
2017,1,5,17:00:00,MID11891,error2
2017,1,29,14:00:00,MID11891,error3
2017,2,4,6:00:00,MID11891,error2
2017,2,4,6:00:00,MID11891,error3
2017,3,21,6:00:00,MID11891,error4
2017,4,16,9:00:00,MID11891,error5
2017,7,17,17:00:00,MID11891,error3
2017,7,19,6:00:00,MID11891,error1
2017,8,28,7:00:00,MID11891,error1
2017,9,2,6:00:00,MID11891,error4
2017,2,17,6:00:00,MID11565,error1
2017,2,17,6:00:00,MID11565,error2
2017,2,17,6:00:00,MID11565,error3
2017,3,24,22:00:00,MID11565,error4
2017,4,3,6:00:00,MID11565,error1
2017,4,27,12:00:00,MID11565,error4
2017,5,2,9:00:00,MID11565,error2
2017,6,2,6:00:00,MID11565,error1
2017,7,2,6:00:00,MID11565,error2
2017,7,2,6:00:00,MID11565,error3
2017,1,29,6:00:00,MID11621,error2
2017,1,29,6:00:00,MID11621,error3
2017,2,28,6:00:00,MID11621,error1
2017,3,30,6:00:00,MID11621,error2
2017,3,30,6:00:00,MID11621,error3
2017,5,31,15:00:00,MID11621,error5
2017,6,28,6:00:00,MID11621,error1
2017,8,27,6:00:00,MID11621,error1
2017,9,9,18:00:00,MID11621,error4
2017,9,26,6:00:00,MID11621,error2
2017,9,26,6:00:00,MID11621,error3
2017,10,11,6:00:00,MID11621,error1
2017,11,10,6:00:00,MID11621,error2
2017,11,10,6:00:00,MID11621,error3
2017,1,2,6:00:00,MID11853,error1
2017,4,17,6:00:00,MID11853,error1
2017,4,17,6:00:00,MID11853,error4
2017,5,17,6:00:00,MID11853,error2
2017,5,17,6:00:00,MID11853,error3
2017,8,30,6:00:00,MID11853,error2
2017,8,30,6:00:00,MID11853,error3
2017,10,29,6:00:00,MID11853,error4
2017,11,8,13:00:00,MID11853,error3
2017,11,13,6:00:00,MID11853,error2
2017,11,13,6:00:00,MID11853,error3
2017,11,28,6:00:00,MID11853,error1
2017,6,1,6:00:00,MID11472,error1
2017,6,16,6:00:00,MID11472,error2
2017,6,16,6:00:00,MID11472,error3
2017,7,16,6:00:00,MID11472,error2
2017,7,16,6:00:00,MID11472,error3
2017,8,30,6:00:00,MID11472,error1
2017,9,29,6:00:00,MID11472,error2
2017,9,29,6:00:00,MID11472,error3
2017,4,21,6:00:00,MID11948,error2
2017,4,21,6:00:00,MID11948,error3
2017,6,4,2:00:00,MID11948,error1
2017,6,5,6:00:00,MID11948,error1
2017,7,1,15:00:00,MID11948,error3
